Words,Word Frequency,Part of Speech
calls,1,VBZ
convenience,1,NN
curbside,1,NN
pickup,2,JJ
payment,2,NN
before,2,IN
arrival,1,JJ
pick,3,NN
layout,1,NN
modified,2,VBN
separate,1,JJ
counter,1,NN
picking,1,VBG
300,3,CD
primarily,2,RB
focus,1,VB
carryout,1,NN
151,1,CD
152,1,CD
153,1,CD
losing,1,VBG
154,1,CD
155,1,CD
struggled,1,VBD
fierce,1,NN
along,2,IN
partner,2,NN
delek,1,NN
israel,2,NN
156,1,CD
citing,1,VBG
operational,1,JJ
challenges,1,NNS
difficult,1,JJ
environment,2,NN
157,1,CD
158,1,CD
imperial,1,JJ
palace,1,NN
ongoing,3,VBG
controversy,2,NN
protesters,1,NNS
objecting,1,VBG
presence,1,NN
trampling,1,VBG
159,1,CD
160,1,CD
600,3,CD
underperforming,2,JJ
cutting,1,VBG
amid,1,IN
uncertainty,1,NN
161,1,CD
162,1,CD
cut,1,NN
almost,2,RB
non,2,RB
jobs,3,NNS
bid,1,VBD
energize,1,JJ
boost,1,NN
profit,2,NN
cuts,1,NNS
550,1,CD
positions,2,NNS
layoffs,2,VBP
rest,1,NN
unfilled,1,JJ
163,1,CD
effectively,1,RB
ended,1,VBD
164,1,CD
nick,1,JJ
wailes,1,NNS
expert,1,RB
commented,1,VBD
failed,2,VBD
truly,1,RB
understand,1,JJ
165,1,CD
losses,1,NNS
resulted,1,VBD
withers,1,NNS
166,1,CD
closure,1,NN
additional,1,JJ
elimination,1,NN
board,2,NN
approval,1,NN
reduce,1,VB
salary,2,JJ
167,1,CD
altogether,1,RB
terminated,1,VBN
estimated,1,VBD
977,1,CD
168,1,CD
ahold,2,JJ
closures,1,NNS
rebranding,1,VBG
licensed,3,VBD
stop,1,JJ
giant,1,NN
supermarkets,1,NNS
169,1,CD
170,1,CD
begin,3,NN
unprofitable,1,JJ
immediately,1,RB
171,1,CD
unbranded,2,VBD
least,1,JJS
remove,2,VB
logo,27,JJ
remodel,1,NN
houses,1,NNS
172,2,CD
173,1,CD
laboratory,1,NN
174,2,CD
15th,2,CD
capitol,2,NN
hill,2,NN
live,1,JJ
music,11,NN
poetry,1,NN
readings,1,VBZ
175,1,CD
remodeled,1,VBD
reopened,1,VBN
roy,1,RB
700,1,CD
broadway,1,NN
e,7,NN
stealth,1,NN
176,1,CD
criticized,2,VBD
washing,1,VBG
177,1,CD
says,2,VBZ
trying,2,VBG
hide,1,JJ
things,1,NNS
those,4,DT
appropriate,2,JJ
independently,2,RB
exist,2,VBP
operate,2,JJ
delhaize,1,NN
barnes,1,NNS
noble,1,JJ
target,2,NN
albertsons,1,NNS
publix,1,VBP
962,1,CD
178,1,CD
emea,1,NN
east,1,JJ
franchising,1,JJ
different,6,JJ
existing,2,VBG
apply,1,NN
kiosk,1,NN
within,2,IN
franchises,1,NNS
enable,1,JJ
freestanding,1,VBG
automated,2,VBD
280,1,CD
drink,2,NN
combinations,1,NNS
choose,1,VBP
touchscreens,1,NNS
play,1,VBP
games,1,NNS
wait,1,VBP
179,1,CD
facilities,1,NNS
varies,1,NNS
regions,2,NNS
get,5,VBP
unlimited,3,JJ
bt,1,NN
openzone,1,NN
austria,1,NN
minutes,1,NNS
voucher,1,VBP
hourly,1,JJ
daily,1,JJ
log,2,NN
details,1,NNS
thereby,1,RB
bringing,1,VBG
benefits,2,NNS
information,2,NN
yahoo,1,NN
effort,3,NN
wireless,3,VBD
181,1,CD
182,1,CD
duracell,1,NN
powermat,2,NN
install,1,NN
surfaces,1,NNS
tabletops,1,VBP
selected,1,VBN
183,1,CD
furthermore,1,JJ
power,2,NN
matters,1,NNS
pma,2,VBP
membership,1,NN
google,1,NN
create,1,NN
real,2,JJ
ecosystem,1,NN
universal,1,JJ
standard,1,JJ
recharge,1,NN
smartphones,1,NNS
184,1,CD
valerie,1,NNS
o,1,JJ
neil,2,JJ
spokeswoman,1,NN
image,7,NN
twin,1,NN
tailed,1,VBD
mermaid,1,JJ
she,5,PRP
greek,1,JJ
mythology,1,NN
significantly,1,RB
streamlined,1,VBD
186,1,CD
topless,1,NN
fully,1,RB
visible,3,JJ
fish,3,JJ
tail,2,NN
187,1,CD
rough,1,JJ
visual,1,JJ
texture,1,NN
likened,1,VBD
melusine,1,JJ
188,1,JJ
century,2,NN
norse,2,NN
woodcut,3,NN
scholars,1,NNS
apparently,1,RB
j,1,VBP
cirlot,1,NN
dictionary,1,JJ
symbols,1,NNS
189,1,CD
190,1,CD
her,5,PRP$
breasts,3,NNS
covered,1,VBD
flowing,1,VBG
hair,1,NN
navel,2,NN
still,1,RB
191,1,CD
cropped,1,VBD
slightly,1,RB
color,1,JJ
brown,2,JJ
nod,1,NN
alma,1,VBP
mater,1,NN
192,1,CD
193,1,CD
vestiges,1,NNS
remain,1,VBP
tails,1,JJ
temporarily,1,RB
reintroduced,2,VBN
paper,5,NN
show,3,NN
celebrate,1,JJ
vintage,2,NN
sparked,1,VBD
bare,1,JJ
194,1,CD
temporary,1,JJ
switch,1,NN
garnered,1,VBD
little,1,JJ
attention,1,NN
drawn,1,NN
195,1,CD
altered,1,VBD
saudi,2,NN
arabian,1,JJ
leaving,2,VBG
crown,1,JJ
196,1,CD
pulitzer,1,NN
prize,1,NN
winning,1,VBG
column,1,NN
colbert,1,NN
king,1,VBG
arabia,1,JJ
197,1,CD
changes,1,NNS
removing,1,VBG
wordmark,1,NN
enlarging,1,VBG
198,1,CD
partnerships,2,NNS
agreed,3,VBD
apple,3,NN
collaborate,1,NN
experience,1,NN
added,1,VBD
entertainment,2,NN
itunes,5,NNS
played,2,VBD
browse,1,JJ
requirement,1,NN
iphone,2,NN
ipod,1,NN
touch,1,JJ
ipad,1,NN
macbook,1,NN
automatically,1,RB
detect,1,JJ
recent,1,JJ
songs,2,NNS
playing,2,VBG
opportunity,2,NN
download,3,NN
tracks,1,NNS
feature,3,VBP
lcd,1,JJ
screens,1,NNS
artist,3,VBP
song,5,JJ
album,3,RB
199,1,CD
downloads,2,NNS
certain,1,JJ
albums,1,NNS
gave,2,VBD
away,3,RB
now,3,RB
gives,2,VBZ
msnbc,2,NN
morning,2,NN
news,3,NN
joe,1,NN
presented,1,VBD
hosts,1,NNS
consumed,1,VBD
air,1,NN
phil,1,NN
griffin,1,NN
placement,1,NN
mixed,1,JJ
reactions,1,NNS
organizations,2,NNS
viewed,1,VBD
clever,1,JJ
compromise,1,NN
journalistic,1,JJ
201,1,CD
kraft,6,NN
foods,1,NNS
mondelez,2,VBP
latter,1,RB
claimed,5,VBN
sufficiently,1,RB
promote,2,VBP
750,1,CD
terminate,2,NN
declined,1,VBD
proceeded,1,JJ
termination,2,NN
anyway,1,RB
packs,2,VBZ
become,2,VBN
popular,2,JJ
confined,1,VBD
tassimo,1,JJ
202,1,CD
arbitrator,1,NN
ordered,1,VBD
fine,1,JJ
spin,1,NN
premature,1,NN
unilateral,1,JJ
203,1,CD
204,1,CD
205,1,CD
arizona,2,JJ
state,4,NN
asu,2,NN
junior,1,JJ
senior,1,JJ
college,5,NN
four,1,CD
23k,1,CD
admitted,1,VBN
receive,2,JJ
scholarship,1,NN
achievement,2,NN
plan,2,NN
cap,1,VBP
cover,2,JJ
tuition,3,NN
balance,1,NN
expenses,1,NNS
student,3,VBP
traditional,1,JJ
aid,1,NN
eligible,1,JJ
enroll,1,NN
reimbursement,2,NN
206,1,CD
completion,1,NN
semester,2,NN
reimburses,1,NNS
loans,1,NNS
debt,1,NN
incurred,1,VBN
207,1,CD
pepsico,1,JJ
distribute,1,NN
208,1,CD
streaming,1,VBG
spotify,5,NN
entailed,1,VBD
giving,1,VBG
subscription,1,NN
help,3,NN
influence,1,NN
playlists,1,NNS
given,2,VBN
curated,1,VBD
playlist,1,JJ
209,1,CD
mental,1,JJ
therapy,1,NN
sessions,1,NNS
themselves,1,PRP
family,1,NN
like,2,IN
spouse,1,NN
children,2,NNS
meet,1,VBP
counselor,1,JJ
face,2,NN
call,1,NN
self,1,PRP
care,1,VBP
apps,1,JJ
lyra,1,NN
210,1,CD
parodies,2,NNS
infringements,1,NNS
imitations,1,NNS
legal,1,JJ
action,4,NN
perceives,1,NNS
infringing,1,VBG
intellectual,1,JJ
property,1,NN
cartoonist,1,NN
kieron,1,NNP
dwyer,5,NN
sued,2,VBD
copyright,3,JJ
infringement,4,NN
creating,1,VBG
parody,6,NN
putting,1,VBG
comics,1,NNS
placing,1,VBG
shirts,2,NNS
stickers,2,NNS
comic,1,JJ
conventions,1,NNS
felt,1,VBD
protected,1,JJ
right,2,NN
speech,2,NN
law,3,NN
case,6,NN
settled,1,VBD
court,4,NN
ability,1,NN
endure,1,NN
trial,1,NN
judge,1,NN
thus,1,RB
enjoyed,1,VBD
constitutional,1,JJ
protection,1,NN
forbidden,1,VBN
financially,1,RB
profiting,1,VBG
confusingly,1,RB
display,1,VB
expression,1,NN
211,1,CD
phrase,1,NN
fuck,1,VBD
212,1,CD
213,1,CD
anti,1,NNS
starbuckscoffee,2,JJ
co,1,NNS
encouraged,1,VBD
deface,1,NN
214,1,CD
transferred,1,VBD
215,1,CD
216,1,CD
resurfaced,1,VBD
www,1,NN
org,1,NN
christian,1,JJ
bookstores,1,VBZ
websites,1,NNS
shirt,1,VBD
featuring,2,VBG
replaced,2,VBN
jesus,1,NN
sacrificed,1,VBD
me,1,PRP
edge,1,VBZ
217,1,CD
successful,1,JJ
cases,2,NNS
filed,3,VBD
won,2,JJ
xingbake,1,NNP
white,1,JJ
circular,1,NN
sounded,1,VBD
phonetically,1,RB
218,1,CD
russian,1,JJ
lawyer,1,NN
successfully,2,RB
request,2,VB
cancel,1,NN
moscow,1,NN
asked,1,VBD
ruled,1,JJ
sent,1,JJ
cease,1,NN
desist,1,NN
letter,1,NN
haidabucks,2,NNS
masset,1,VBN
young,3,JJ
haida,2,NNS
men,1,NNS
coincidence,1,VBP
buck,2,JJ
man,1,NN
claim,3,NN
substantiated,1,VBD
facing,1,VBG
dropped,2,VBD
demand,1,NN
219,1,CD
2004,3,CD
dreamworks,1,NNS
animation,1,NN
film,4,NN
shrek,1,NN
parodied,1,VBD
farbucks,1,NNS
turn,1,VBP
medieval,1,JJ
sam,1,NNS
lundberg,1,VBP
owns,1,VBZ
prohibited,1,VBN
sambuck,1,JJ
front,1,JJ
220,2,CD
lost,1,VBN
smaller,1,JJR
vendor,1,NN
stations,1,NNS
starpreya,3,VBP
elpreya,1,JJ
goddess,1,NN
freja,1,NN
letters,1,NNS
ease,1,VBP
pronunciation,1,NN
koreans,1,NNS
rejected,1,VBD
221,1,CD
bar,1,NN
owner,2,NN
galveston,2,NN
texas,1,VBD
usa,2,JJ
222,2,CD
star,2,NN
bock,1,NN
lawsuit,1,NN
federal,1,JJ
ruling,2,NN
restricted,1,VBN
upheld,1,JJ
supreme,1,JJ
dispute,2,NN
rat,1,NN
rollergirls,1,VBZ
223,1,CD
roller,1,NN
derby,1,NN
league,1,NN
224,1,CD
requested,1,VBN
extension,1,NN
examine,1,NN
possibly,1,RB
complaint,1,VB
granted,1,VBN
office,1,NN
deadline,1,NN
passed,1,VBD
225,1,CD
indian,1,JJ
cosmetics,2,NNS
run,1,VBP
shahnaz,1,RB
husain,1,RB
applied,1,JJ
register,1,NN
starstruck,1,VBD
226,1,CD
al,2,NN
manara,1,NN
square,1,NN
227,1,CD
ramallah,1,NN
palestinian,1,JJ
stars,2,NNS
bucks,3,NNS
circle,1,VBP
block,1,NN
lettering,1,VBG
228,1,CD
serves,1,NNS
cappuccinos,1,VBP
ceramic,1,JJ
offers,1,NNS
wifi,1,POS
speculation,1,NN
cited,1,VBD
imitation,1,JJ
political,1,JJ
satire,1,NN
consumerism,1,NN
taken,1,VBN
nathan,2,JJ
fielder,2,NN
canadian,1,JJ
comedian,1,JJ
hit,2,NN
dumb,6,JJ
los,3,NN
feliz,1,NN
angeles,2,NNS
ca,1,MD
resembled,1,VB
exception,1,NN
everything,1,NN
preceded,1,VBD
example,1,NN
carried,2,VBD
vanilla,1,JJ
frapuccinos,1,NNS
229,1,CD
titled,1,VBN
jazz,1,NN
norah,1,NN
jones,1,NNS
duets,1,NNS
230,1,CD
bypass,1,NN
claims,1,NNS
referring,2,VBG
aspect,1,JJ
laws,1,NNS
protect,2,VBP
parodists,1,NNS
weird,1,VBP
yankovic,1,JJ
snl,1,NN
lawsuits,1,NNS
short,1,VBP
lived,1,VBD
shut,1,JJ
lacked,1,JJ
proper,1,NN
permits,1,VBZ
231,1,CD
232,1,CD
others,1,NNS
unaltered,1,JJ
permission,1,NN
pakistan,1,NN
advertisements,1,NNS
233,1,CD
whatever,1,WDT
234,1,CD
environmental,4,JJ
policies,1,NNS
impact,1,VBP
garden,1,JJ
environmentally,2,RB
friendlier,1,JJR
leftover,2,RB
anyone,1,NN
requesting,1,VBG
composting,1,VBG
participate,1,JJ
lobby,1,NN
practice,1,NN
newspaper,1,NN
wasting,1,VBG
liters,1,NNS
gal,2,JJ
tap,1,NNS
constantly,1,RB
running,2,VBG
rinsing,2,VBG
utensils,1,JJ
dipper,3,NN
well,2,RB
often,1,RB
required,1,VBN
governmental,1,JJ
code,1,NN
235,1,CD
response,1,NN
concerns,2,NNS
excessive,1,JJ
consumption,1,NN
evaluated,1,VBD
implemented,1,JJ
saving,1,VBG
solution,1,NN
meets,1,NNS
types,1,NNS
dedicated,1,VBN
spoon,1,NN
remains,1,VBZ
pitcher,1,JJ
wells,1,NNS
button,1,NN
metered,1,VBN
faucets,1,NNS
reportedly,1,RB
save,1,VBP
570,1,CD
l,1,NN
every,1,DT
236,1,CD
recycled,3,VBD
initiative,2,JJ
material,2,NN
came,1,VBD
direct,2,JJ
contact,1,NN
237,2,CD
allen,1,NN
hershkowitz,1,JJ
resources,1,NNS
defense,1,NN
council,1,NN
minuscule,1,JJ
national,1,JJ
recycling,4,VBG
coalition,1,NN
works,2,VBZ
award,1,RB
238,1,CD
acknowledged,2,VBD
struggle,1,NN
none,1,NN
recyclable,2,JJ
bins,1,NNS
published,1,VBN
brought,1,VBD
reusable,1,JJ
cent,1,NN
discount,1,NN
corrugated,1,VBD
sleeves,1,NNS
fiber,1,RB
less,2,JJR
conservation,4,NN
pledging,1,VBG
communities,1,NNS
indonesia,1,VBP
239,1,CD
drafting,1,VBG
240,1,CD
partnered,1,JJ
ci,2,NN
draft,1,NN
audit,1,NN
f,5,VBD
241,2,CD
rating,1,NN
249,2,CD
indicators,3,NNS
earn,1,VBP
overall,1,JJ
scores,2,NNS
achieve,1,VBP
ratings,1,NNS
categories,1,NNS
accountability,1,VBP
leadership,1,NN
processing,2,NN
evolved,1,VBD
zero,1,CD
tolerance,1,NN
check,1,NN
deposit,1,NN
ensure,1,VB
minimum,1,JJ
wage,1,NN
workplaces,2,NNS
harassment,1,NN
abuse,1,IN
nondiscriminatory,1,JJ
employ,1,JJ
persons,1,NNS
age,1,NN
242,1,CD
preferred,1,JJ
certified,4,VBD
providers,1,NNS
approaching,1,VBG
goal,1,NN
ethically,1,RB
sourced,1,VBD
certification,1,NN
assistant,1,NN
professor,2,NN
daniel,1,NN
jaffee,1,NN
argues,1,VBZ
merely,1,RB
wash,1,JJ
burnish,1,JJ
243,1,CD
marie,1,NN
christine,1,NN
renard,1,NN
rural,1,JJ
sociology,1,NN
chapingo,1,NN
wrote,1,VBD
study,1,NN
agro,1,NN
industries,1,NNS
amsa,2,VBP
chiapas,1,JJ
w,1,NN
hile,1,NN
better,1,RBR
producers,2,NNS
knowledge,1,VBP
necessary,1,JJ
improve,1,VB
244,1,CD
245,1,CD
approximately,1,RB
tons,3,NNS
246,1,CD
metric,2,JJ
update,1,JJ
buyer,1,NN
transfair,1,NN
247,1,CD
ireland,1,NN
fairtrade,1,VBD
248,1,CD
questions,1,NNS
regarding,1,VBG
legitimacy,1,NN
designation,1,NN
groups,1,NNS
exchange,1,VBP
calling,1,VBG
250,1,CD
average,1,JJ
pound,4,NN
above,1,IN
commodity,1,NN
251,1,CD
ethiopia,2,NN
ethiopian,3,JJ
bbc,1,NN
252,1,CD
ownership,1,NN
designations,1,NNS
harrar,1,VBP
sidamo,1,RB
even,1,RB
if,1,IN
fought,1,VBN
hard,1,JJ
acknowledgement,1,NN
mainly,1,RB
give,1,VBP
poverty,1,NN
stricken,1,JJ
chance,1,NN
money,2,NN
transportation,1,NN
marketing,1,NN
rentals,1,NNS
taxes,1,NNS
staff,1,NN
253,1,CD
sells,1,VBZ
254,1,CD
255,1,CD
active,1,JJ
member,1,NN
cocoa,1,NN
foundation,1,NN
ethos,8,NN
bottles,2,NNS
prominent,1,JJ
labeling,1,VBG
stating,2,VBG
helping,1,VBG
clean,5,JJ
fact,1,NN
0,2,CD
05,1,CD
bottle,3,NN
fund,1,NN
projects,2,NNS
developed,1,VBD
incorporated,1,JJ
charity,1,NN
critics,1,NNS
argued,1,VBD
label,2,JJ
misleads,1,NNS
thinking,1,VBG
charitable,1,JJ
organization,1,NN
actually,2,RB
vast,1,JJ
majority,1,NN
257,1,CD
intended,1,VBN
raise,1,NN
awareness,1,NN
issues,1,NNS
provide,2,VBP
socially,1,RB
responsible,1,JJ
cause,1,NN
choosing,1,VBG
258,1,CD
redesigned,1,JJ
amount,1,NN
donated,1,VBD
description,1,NN
bank,1,NN
donations,1,NNS
donating,1,VBG
banks,3,NNS
collection,1,NN
donation,2,NN
259,1,CD
donate,2,NN
unsold,1,JJ
pantries,1,NNS
260,1,CD
perishable,1,JJ
transported,1,VBN
refrigerated,1,JJ
trucks,1,NNS
feeding,2,VBG
foodshare,2,NN
meals,2,NNS
261,1,CD
262,1,CD
harvest,1,NN
profits,1,NNS
305,1,CD
manhattan,1,JJ
participating,1,VBG
level,1,NN
participation,1,NN
contributed,1,VBD
need,1,RB
263,1,CD
straw,5,JJ
ban,3,NN
1st,1,CD
climate,1,NN
pollution,1,NN
turtle,1,NN
endangerment,1,NN
invented,1,VBD
frappucinos,1,RBR
sustainable,1,JJ
compostable,1,JJ
lids,2,NNS
old,2,JJ
lid,2,JJ
combination,2,NN
unlike,1,IN
264,1,CD
taiwan,1,JJ
thailand,1,NN
hawaii,1,NN
alaska,1,NN
jersey,1,NN
maryland,1,NN
delaware,1,NN
vermont,1,JJ
massachusetts,1,NN
connecticut,1,NN
rhode,1,NN
effect,1,NN
265,1,CD
266,1,CD
introduce,1,NN
267,1,CD
television,1,NN
hear,3,NN
catalog,1,NN
adding,1,VBG
few,1,JJ
268,1,CD
produced,1,VBN
opera,1,NN
artists,1,NNS
luciano,1,VBP
pavarotti,1,JJ
cd,1,NN
memory,1,NN
paul,1,NN
mccartney,2,NN
269,1,CD
akeelah,1,NN
bee,1,NN
release,1,NN
dvd,1,VBZ
270,1,CD
subject,1,JJ
protest,1,NN
rock,1,NN
band,1,NN
promise,1,NN
monsanto,2,NN
alleged,1,VBN
genetically,1,RB
gmo,1,JJ
272,1,CD
references,1,NNS
reading,1,VBG
external,1,JJ
